smiles,D
O=[N+]([O-])c1ccc(-c2nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.536107
CN(C(=O)C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.203742
O=C(C(c1cnc([N+](=O)[O-])[nH]1)[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.402455
O=C(CCN(CCC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.378078
O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],7.5088115
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],7.972674
CC(CCN(C(=O)OCC(CO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.560089
O=[N+]([O-])c1ccc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.8703556
O=C(CN(CCN(CCCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.687153
O=[N+]([O-])OCc1c([N+](=O)[O-])c([N+](=O)[O-])nc[nH]c2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2n1cc([N+](=O)[O-])cn1,7.5169024
CC(=O)N(C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.151304
O=[N+]([O-])c1cnc(N=Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.312485
O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCO[N+](=O)[O-],8.036464
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.896336
O=[N+]([O-])c1nonc1-c1noc(O)n1,8.452038
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.479715
CC(C)(C)NN1C(=O)N(CC(C)([N+](=O)[O-])[N+](=O)[O-])C2(C)C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C3NN(C(=O)N1[N+](=O)[O-])C32C,6.5705137
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc(CCO)c([N+](=O)[O-])c(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3916435
CN(CCN(C(=O)C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.437607
O=[N+]([O-])c1ncn2c([N+](=O)[O-])c[nH]c3nc([N+](=O)[O-])c(O)nc3c([N+](=O)[O-])c2n1,7.5617533
O=C(CCC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1c([N+](=O)[O-])nnc1[N+](=O)[O-])CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.269922
O=C1N(CC[N+](=O)[O-])C2C3N=C([N+](=O)[O-])N=Cn4n(c(=O)n4-n4cc([N+](=O)[O-])cn4)C3C2N1[N+](=O)[O-],7.4184904
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nnc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])o2)c([N+](=O)[O-])c1,7.4071856
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc([N+](=O)[O-])nc(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.701943
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.363134
O=CCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.79072
CN(C(=O)CCN(C=O)[N+](=O)[O-])[N+](=O)[O-],6.9190235
O=C1C2=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C(O)C3NC(=O)N([N+](=O)[O-])C3N1CN2[N+](=O)[O-],7.411573
O=C(CO)C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.801984
CC(CNN1C(=O)N([N+](=O)[O-])C2(C(=O)O)N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C12C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8921313
O=c1c2ncnc(-c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3O)c1=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C(O)C=2[N+](=O)[O-],6.8690524
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nc(Nc3cnc([N+](=O)[O-])[nH]3)nc(O)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3056316
CC(Cc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(O)c1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.5418715
CC(CN(CCC(=O)C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6476283
O=[N+]([O-])N1CN(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,8.623428
O=[N+]([O-])c1n[nH]c(-c2nonc2[N+](=O)[O-])n1,8.485089
O=[N+]([O-])NCN(CN(CN(CO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.776471
O=[N+]([O-])C1=CC2=NN=NC2(N2CN3CN4CN=C([N+](=O)[O-])N=CN4C([N+](=O)[O-])=CC([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C32)C=C1[N+](=O)[O-],7.4347625
O=[N+]([O-])OCN(CNCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.465708
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nc3c([N+](=O)[O-])c4nc([N+](=O)[O-])nc[nH]c4cc([N+](=O)[O-])ncn23)c([N+](=O)[O-])c1,7.245264
O=[N+]([O-])N(CCO)[N+](=O)[O-],8.131485
Cn1nnnc1[N+](=O)[O-],8.14138
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c3c([N+](=O)[O-])c4c([N+](=O)[O-])[nH]nc([N+](=O)[O-])nc4cnccn23)c([N+](=O)[O-])c1,7.35871
O=[N+]([O-])c1cccc(-c2n[nH]c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n2)c1[N+](=O)[O-],7.498774
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.644956
O=C(CC(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.288698
O=C1NC2C(N(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN2O)N1[N+](=O)[O-],8.231621
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(CONCCO[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8265877
NC(=O)CC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.24523
O=C(NCNC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.274497
O=C(C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.387482
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(C2=NC(O)=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],7.80122
O=[N+]([O-])c1cc([N+](=O)[O-])c(CCC(CCO)([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.0425167
CC(C)(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.9205437
O=C(NC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.255811
O=C(CCC(CCN(C(=O)N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.392396
CCOCc1c([N+](=O)[O-])cc([N+](=O)[O-])ncn2c([N+](=O)[O-])cc([N+](=O)[O-])cc([N+](=O)[O-])c1-2,6.815898
CC(CC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.013088
CCOC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC(C)(C)[N+](=O)[O-],6.600747
O=C(CCN(CCN(CC(=O)c1[nH]cnc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.307258
O=C(CN(CCN(CCCO[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CN(CC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.52008
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nnc3cc4c(cc32)nnn4-n2nc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.3473053
O=[N+]([O-])NCCCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8372207
COCN1C(=O)N([N+](=O)[O-])C2(C)N(O)C(=O)N([N+](=O)[O-])C12C,6.9240403
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-n2nccn2)c1[N+](=O)[O-],6.8134327
O=C(CC(COCCN[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1ccnn1,7.0929427
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CC(=O)N([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.546329
O=[N+]([O-])c1ccc(-c2nc(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.1620293
NC(=O)C(=O)CCC(=O)C=O,6.102065
O=C(CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8175106
[N-]=[N+]=Nc1cnc([N+](=O)[O-])[nH]1,7.541927
O=C(NCC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.607937
O=[N+]([O-])c1ccc(-c2c[nH]nn2)c([N+](=O)[O-])c1,6.5622206
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.957995
COC(CC(C)([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.045678
CN([N+](=O)[O-])C(CN[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.736654
O=[N+]([O-])c1ccc(NN(Cc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,7.254003
O=[N+]([O-])OCCC1([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,7.9967303
CC(CCN(CCN(CCN(C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.300617
O=C(OC#CF)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.861332
O=[N+]([O-])OC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.686052
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,8.208326
CC(COC(=O)C12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2)([N+](=O)[O-])[N+](=O)[O-],7.302783
O=[N+]([O-])c1cc([N+](=O)[O-])c(CN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,8.004445
CCOc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(CCN(C)[N+](=O)[O-])c1[N+](=O)[O-],6.324749
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(CN[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.250127
O=C(F)C(=O)C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.446129
CCN(C(=O)C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.6635795
O=[N+]([O-])c1nonc1-c1c(-c2[nH]cnc2[N+](=O)[O-])no[n+]1[O-],8.175276
O=[N+]([O-])c1ccc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.1892076
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nnc(-n3nnnc3[N+](=O)[O-])o2)c([N+](=O)[O-])c1,8.046436
O=C(CO[N+](=O)[O-])CC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.598899
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2cnnc2)c([N+](=O)[O-])c1,7.13328
N#[N+]Cc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],7.58775
Cn1nc([N+](=O)[O-])c(-c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)c1[N+](=O)[O-],7.0641685
O=C(F)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.240835
O=[N+]([O-])c1cnc(N=Nc2nonc2-c2nonc2[N+](=O)[O-])[nH]1,8.024056
CC(C)NC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.1245356
COC(C(=O)O)c1nonc1[N+](=O)[O-],7.267602
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2nc([N+](=O)[O-])n[nH]2)c1[N+](=O)[O-],7.3864365
O=C(CO)C(O[N+](=O)[O-])[N+](=O)[O-],7.9254484
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c(-n3ccnn3)no[n+]2[O-])c([N+](=O)[O-])c1O,7.7158155
Cc1c([N+](=O)[O-])c(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],8.034808
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])c(Nc3cnon3)c([N+](=O)[O-])c(-n3nnc([N+](=O)[O-])n3)c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.8042674
O=[N+]([O-])OCCC(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.517723
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(O)c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.13587
O=[N+]([O-])c1cnc(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1[O-],8.186777
O=[N+]([O-])OCC(CN(CC(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.696325
CC(CCC(=O)C(OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1630087
O=[N+]([O-])c1cnc([N+](=O)[O-])cn1,7.4966035
Cn1nc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c3[N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],7.589645
CC(COC(=O)N(C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.6113386
O=[N+]([O-])OCC(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.481563
O=C(CO[N+](=O)[O-])N(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.2310295
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.387991
O=C(C(=O)N(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.8858643
CCC(CC(CCN(C)[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.2614684
O=CC(=O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.884608
O=C(CCO[N+](=O)[O-])N[N+](=O)[O-],7.7719045
Nc1cn([N+](=O)[O-])nn1,8.085518
O=C(CCC(=O)N(C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.20249
O=C(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN[N+](=O)[O-])[N+](=O)[O-],8.6527195
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2nn(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,8.010519
CC(=O)CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.198669
CC(CC(C=O)(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.440385
CC(COC(CCN[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.407815
CN(CCN(CCN(CC#N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.7435317
NC(=O)OCCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0799065
CC(CC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.534766
O=[N+]([O-])c1cc([N+](=O)[O-])c(C#COn2cnc([N+](=O)[O-])c2)c([N+](=O)[O-])c1,6.921793
CCN(CN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.6323276
O=[N+]([O-])OCc1nc(-n2cc([N+](=O)[O-])cn2)no1,7.652822
O=[N+]([O-])c1ccc(-c2nc(O)c([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,6.8355236
CCC(CCC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.853823
O=C(O)CC[N+](=O)[O-],6.8423376
O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N1C(=O)N2C3=CN=C([N+](=O)[O-])NC2C2C(N([N+](=O)[O-])N31)n1c(=O)n(CO[N+](=O)[O-])cnccn12,7.548514
NC(=O)CN(CCN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.7254996
COCCN(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.43068
CN(CCN(C(=O)OCC(CO)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.4429073
O=C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.60846
Nc1nonc1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],9.037059
CC(CCC(=O)N(COCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1983404
O=[N+]([O-])c1cc([N+](=O)[O-])c2nnn3c([N+](=O)[O-])nnc([N+](=O)[O-])n4c(O)c([N+](=O)[O-])c-4c([N+](=O)[O-])c-3c([N+](=O)[O-])c2c1,7.7270875
CC(CC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(c1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.081886
CC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8759294
O=C1NC2NC([N+](=O)[O-])=C([N+](=O)[O-])N=C3N(CN3n3ccnn3)C2N1N1CNC(=N[N+](=O)[O-])NC1,7.287976
O=C(CCC(=O)[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.239579
Nc1nonc1-c1nonc1N,8.021475
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.5065656
O=C(CCN(CCN([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.919366
Nc1cc(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],7.758855
O=C(CN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.307062
CC(COC(N)(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.421207
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.598577
O=C(c1nc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c2c(c1[N+](=O)[O-])=NC([N+](=O)[O-])=NON=2)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.025364
CCOCN(CN[N+](=O)[O-])[N+](=O)[O-],7.0306115
O=[N+]([O-])c1cn(-c2nc3c([N+](=O)[O-])c4n[nH]c([N+](=O)[O-])c([N+](=O)[O-])nc4nccnn23)cn1,7.4164424
COc1c([N+](=O)[O-])c(O)c([N+](=O)[O-])cc([N+](=O)[O-])cc2c(=O)c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],7.23017
Cc1c([N+](=O)[O-])ccc(-n2c([N+](=O)[O-])nnc2[N+](=O)[O-])c1[N+](=O)[O-],7.3639936
CCN(N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.265727
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],7.9113708
COc1n[nH]c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])n1,6.883369
O=[N+]([O-])OCC(CCN(CCN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.166849
O=[N+]([O-])NCCN(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN([N+](=O)[O-])[N+](=O)[O-],7.8532643
CC(CNOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.345369
